respondent_id,survey_year,survey_month,survey_platform,response_time_minutes,country,region,age,gender,education_level,employment_status,income_bracket,primary_sport,sport_category,secondary_sport,years_following_sport,fan_loyalty_score,primary_viewing_method,watch_frequency,weekly_hours_watching,streaming_subscriptions,stadium_visits_per_year,merchandise_spend_usd,ppv_spend_usd,total_annual_spend_usd,social_media_follows_athletes,social_media_hours_weekly,creates_sports_content,news_source,sports_betting_participation,fantasy_sports_participation,primary_motivation,willing_to_attend_major_event,extra_spend_willingness_usd,broadcast_quality_rating,athlete_professionalism_rating,event_value_for_money_rating,media_coverage_rating,community_atmosphere_rating,overall_satisfaction_rating,sport_growth_perception_rating,fan_tier
89,2024,7,Online (mobile),11,Pakistan,South Asia,18,Female,Master's degree,Student,Under $25k,Cricket,Team Sport,,5,4,Sports bar/pub,Daily,11.5,1,0,39,6,45,No,0.8,No,Newspaper/magazine,No,Yes,National pride,Probably not,2.12,9,8,7,8,6,8,8,Silver
90,2024,6,Online (desktop),6,UK,Europe,23,Non-binary,Bachelor's degree,Self-employed,$75k–$100k,Rugby,Team Sport,,8,4,Social media clips,Weekly,3.3,3,2,28,55,83,Yes,1.4,No,Sports website/app,No,No,Community & belonging,Definitely yes,1.15,5,7,7,8,7,8,8,Silver
91,2024,11,Online (mobile),14,USA,North America,48,Female,Bachelor's degree,Student,Under $25k,Soccer,Team Sport,,21,4,Free broadcast TV,Daily,11.9,0,0,29,1,30,Yes,1.7,No,TV sports news,Yes,No,Community & belonging,Maybe,0.15,5,3,9,7,7,9,7,Silver
92,2024,1,In-app,19,Japan,East Asia,31,Female,Master's degree,Employed full-time,$25k–$50k,Basketball,Team Sport,Tennis,17,2,Cable/satellite TV,Several times a week,7.0,1,0,31,7,38,No,2.8,No,Newspaper/magazine,No,Yes,National pride,Definitely not,2.17,6,7,8,7,6,5,6,Silver
93,2024,5,Online (desktop),16,South Africa,Africa,34,Male,Master's degree,Self-employed,Under $25k,Rugby,Team Sport,,9,5,Cable/satellite TV,Weekly,4.0,1,0,35,3,38,Yes,5.4,Yes,Social media,No,No,National pride,Maybe,3.42,9,6,9,8,8,7,9,Silver
94,2024,10,Online (desktop),16,Australia,Oceania,41,Male,High school,Employed full-time,Under $25k,Rugby,Team Sport,,1,3,Streaming service,Several times a week,8.3,0,0,14,9,23,No,2.1,No,Social media,No,Yes,Entertainment,Definitely yes,8.89,8,1,2,7,5,9,7,Silver
95,2024,1,In-app,11,South Africa,Africa,41,Male,Bachelor's degree,Student,$25k–$50k,Soccer,Team Sport,,22,3,Cable/satellite TV,Several times a week,3.8,1,0,58,23,81,Yes,0.4,No,Social media,No,No,Community & belonging,Probably not,0.4,7,5,5,6,9,8,9,Silver
96,2024,2,In-person tablet,14,UK,Europe,36,Female,High school,Employed full-time,$50k–$75k,Soccer,Team Sport,Cricket,22,5,Social media clips,Several times a week,9.3,2,1,22,31,53,Yes,0.0,No,Podcast/radio,No,No,National pride,Definitely yes,8.31,7,5,3,5,7,7,7,Silver
97,2024,5,In-app,6,Germany,Europe,31,Female,Some college,Self-employed,Over $150k,Soccer,Team Sport,Cycling,15,2,Cable/satellite TV,A few times a month,1.7,6,2,248,67,315,Yes,2.5,No,Social media,No,Yes,Entertainment,Definitely yes,4.78,8,8,10,10,6,7,8,Silver
98,2024,2,In-app,8,UK,Europe,30,Male,Doctorate,Unemployed,$100k–$150k,Golf,Individual Sport,Tennis,8,4,Cable/satellite TV,Monthly or less,1.8,4,1,77,99,176,No,1.4,No,Podcast/radio,No,Yes,Athletic excellence,Probably yes,0.43,8,6,4,6,3,6,8,Silver
99,2024,12,Online (mobile),17,USA,North America,42,Female,High school,Employed full-time,$100k–$150k,Basketball,Team Sport,American Football,9,1,Cable/satellite TV,Several times a week,5.6,2,2,35,1,36,Yes,1.8,No,Social media,Yes,No,Community & belonging,Definitely yes,8.39,9,6,7,5,10,10,6,Bronze
100,2024,4,Online (mobile),8,USA,North America,39,Female,Some college,Employed full-time,$25k–$50k,Baseball,Team Sport,,20,4,Streaming service,Daily,10.5,0,3,14,8,22,Yes,1.3,Yes,TV sports news,No,No,Gambling/betting,Definitely yes,4.39,7,4,10,9,8,8,3,Silver
101,2024,3,Online (mobile),13,USA,North America,30,Non-binary,Bachelor's degree,Employed part-time,$25k–$50k,American Football,Team Sport,Basketball,12,3,Streaming service,Daily,12.8,1,1,80,49,129,Yes,5.7,No,TV sports news,Yes,No,Entertainment,Probably yes,4.14,7,6,6,6,8,7,3,Gold
102,2024,9,Online (desktop),13,Spain,Europe,45,Female,Bachelor's degree,Employed full-time,Under $25k,Soccer,Team Sport,Cycling,19,5,In-person (stadium/arena),Weekly,4.6,0,0,52,10,62,Yes,2.8,No,Podcast/radio,Yes,Yes,Athletic excellence,Maybe,0.15,8,7,5,7,8,9,8,Silver
103,2024,10,Online (mobile),6,India,South Asia,32,Male,Bachelor's degree,Self-employed,$75k–$100k,Badminton,Racquet Sport,,24,4,Cable/satellite TV,Weekly,1.1,1,2,229,24,253,Yes,0.2,No,Sports website/app,No,No,Entertainment,Probably not,33.45,7,8,6,7,9,9,8,Silver
104,2024,5,Online (mobile),15,Germany,Europe,24,Male,Some college,Retired,Under $25k,Soccer,Team Sport,Cycling,5,3,In-person (stadium/arena),Weekly,2.8,2,0,8,1,9,Yes,2.5,No,Social media,No,No,Entertainment,Maybe,0.14,7,8,3,9,8,8,7,Bronze
105,2024,2,In-app,18,Pakistan,South Asia,25,Male,High school,Employed part-time,$50k–$75k,Kabaddi,Team Sport,Wrestling,16,4,Cable/satellite TV,Weekly,4.9,0,1,173,1,174,Yes,1.5,No,TV sports news,No,Yes,Entertainment,Probably not,2.36,8,4,3,6,8,10,8,Gold
106,2024,10,Online (mobile),21,India,South Asia,22,Male,Some college,Employed full-time,$25k–$50k,Badminton,Racquet Sport,Soccer,7,3,Social media clips,A few times a month,1.1,1,0,40,53,93,Yes,3.0,No,Podcast/radio,No,No,Entertainment,Probably yes,1.82,5,7,7,8,7,5,6,Bronze
107,2024,6,In-person tablet,16,Brazil,South America,30,Female,Bachelor's degree,Self-employed,$25k–$50k,Soccer,Team Sport,Volleyball,2,2,Free broadcast TV,A few times a month,3.4,1,0,24,4,28,Yes,3.4,No,Social media,No,No,Physical inspiration,Probably yes,18.72,6,6,1,7,8,10,5,Bronze
108,2024,6,In-person tablet,15,Canada,North America,47,Female,Some college,Employed full-time,Over $150k,Basketball,Team Sport,,19,4,Free broadcast TV,Weekly,3.3,6,3,149,70,219,Yes,1.2,No,TV sports news,No,Yes,National pride,Maybe,121.8,7,6,6,8,9,8,7,Gold
109,2024,5,Online (mobile),14,India,South Asia,24,Female,Doctorate,Employed full-time,$75k–$100k,Cricket,Team Sport,Badminton,12,1,Cable/satellite TV,Several times a week,6.2,1,1,11,26,37,Yes,3.9,No,Social media,No,No,Nostalgia,Maybe,0.0,7,7,6,6,8,9,9,Bronze
110,2024,12,Online (desktop),15,USA,North America,35,Female,Bachelor's degree,Unemployed,$100k–$150k,Basketball,Team Sport,Soccer,12,2,Cable/satellite TV,Several times a week,9.2,3,2,78,122,200,Yes,3.7,No,TV sports news,No,No,Athletic excellence,Maybe,3.14,7,10,10,10,9,6,9,Gold
111,2024,3,In-app,14,India,South Asia,26,Male,High school,Self-employed,$50k–$75k,Cricket,Team Sport,Badminton,3,3,Sports bar/pub,Several times a week,11.2,3,0,32,28,60,Yes,3.0,No,TV sports news,No,Yes,Entertainment,Definitely yes,4.03,8,7,7,7,9,6,8,Silver
112,2024,8,In-app,22,USA,North America,30,Male,Master's degree,Employed full-time,$100k–$150k,Ice Hockey,Team Sport,Tennis,11,3,Streaming service,Several times a week,8.8,4,7,100,51,151,No,1.0,No,TV sports news,No,No,Community & belonging,Probably yes,17.07,7,6,5,6,6,7,7,Platinum
113,2024,5,Online (mobile),16,China,East Asia,18,Male,Bachelor's degree,Employed full-time,$75k–$100k,Table Tennis,Racquet Sport,,3,2,Streaming service,Weekly,5.9,3,2,11,1,12,No,5.7,No,Social media,No,No,Community & belonging,Probably yes,12.1,7,5,8,6,7,8,7,Silver
114,2024,10,Online (mobile),17,France,Europe,31,Male,Bachelor's degree,Self-employed,Over $150k,Soccer,Team Sport,,15,3,Cable/satellite TV,Daily,19.4,5,6,15,32,47,Yes,0.0,No,Social media,Yes,No,Nostalgia,Definitely yes,7.45,6,5,7,7,9,8,7,Platinum
115,2024,12,Online (mobile),13,Spain,Europe,31,Male,Some college,Student,$25k–$50k,Soccer,Team Sport,,17,3,In-person (stadium/arena),Weekly,2.6,0,1,38,0,38,Yes,3.7,No,Sports website/app,Yes,No,Entertainment,Probably not,1.13,8,5,4,6,7,8,4,Silver
116,2024,9,Online (mobile),4,Argentina,South America,39,Male,Bachelor's degree,Student,$50k–$75k,Basketball,Team Sport,,8,2,Streaming service,Several times a week,9.9,3,0,44,9,53,Yes,1.3,No,TV sports news,Yes,No,Social bonding,Probably yes,0.1,8,4,6,10,8,7,9,Silver
117,2024,4,Online (mobile),4,France,Europe,35,Male,Master's degree,Employed full-time,$75k–$100k,Athletics,Individual Sport,Cycling,10,3,Free broadcast TV,Weekly,1.7,2,0,4,61,65,No,1.1,No,Podcast/radio,No,No,Nostalgia,Maybe,20.94,9,6,6,4,6,8,8,Bronze
118,2024,12,Online (mobile),10,India,South Asia,20,Male,Doctorate,Unemployed,$50k–$75k,Wrestling,Combat Sport,Field Hockey,8,3,In-person (stadium/arena),Several times a week,8.8,5,1,42,8,50,No,6.3,No,Social media,No,Yes,Social bonding,Definitely yes,2.3,4,10,6,3,7,5,8,Gold
119,2024,4,In-app,17,Pakistan,South Asia,45,Female,Some college,Employed part-time,$100k–$150k,Cricket,Team Sport,Wrestling,12,4,Cable/satellite TV,Several times a week,7.9,2,2,25,35,60,Yes,0.0,No,Sports website/app,No,No,Community & belonging,Probably yes,41.09,6,5,7,6,3,10,8,Silver
120,2024,2,Online (desktop),15,Germany,Europe,35,Male,Bachelor's degree,Student,Over $150k,Tennis,Racquet Sport,Cycling,7,2,Cable/satellite TV,Daily,17.9,3,2,24,69,93,No,3.1,No,Social media,No,No,Athletic excellence,Definitely not,10.06,9,7,8,8,7,8,10,Gold
121,2024,3,Online (mobile),13,France,Europe,35,Male,Bachelor's degree,Self-employed,$50k–$75k,Rugby,Team Sport,Athletics,6,1,Cable/satellite TV,A few times a month,3.2,2,0,31,2,33,No,4.1,No,TV sports news,No,No,Community & belonging,Definitely yes,8.16,6,4,6,9,7,6,6,Bronze
122,2024,7,Online (mobile),15,Pakistan,South Asia,33,Male,Doctorate,Employed full-time,$50k–$75k,Soccer,Team Sport,,15,2,Streaming service,Several times a week,9.1,3,0,25,36,61,Yes,2.9,No,Sports website/app,Yes,No,Athletic excellence,Probably yes,0.49,5,7,4,7,7,7,8,Silver
123,2024,6,In-person tablet,15,India,South Asia,27,Non-binary,Doctorate,Retired,$50k–$75k,Cricket,Team Sport,Field Hockey,11,6,Streaming service,Several times a week,8.6,5,2,10,17,27,Yes,3.5,No,Sports website/app,No,No,Social bonding,Probably yes,9.65,9,5,3,7,5,6,5,Gold
124,2024,7,Online (mobile),20,USA,North America,35,Male,High school,Employed full-time,$100k–$150k,American Football,Team Sport,Baseball,10,2,Streaming service,Daily,15.3,2,0,7,9,16,Yes,0.6,No,Social media,Yes,No,Entertainment,Probably yes,45.6,9,7,6,8,7,10,10,Silver
125,2024,7,Online (mobile),11,India,South Asia,38,Male,High school,Employed full-time,$75k–$100k,Cricket,Team Sport,Tennis,16,3,Free broadcast TV,Weekly,4.1,2,0,61,41,102,Yes,1.2,No,Social media,No,No,Community & belonging,Maybe,3.92,6,7,6,9,8,9,8,Silver
126,2024,9,Online (mobile),9,UK,Europe,18,Female,Bachelor's degree,Student,Under $25k,Soccer,Team Sport,,9,3,In-person (stadium/arena),Daily,13.3,0,0,5,15,20,Yes,4.9,No,Podcast/radio,No,Yes,Community & belonging,Probably yes,0.34,5,7,7,5,8,7,3,Silver
127,2024,3,Online (desktop),14,France,Europe,27,Male,High school,Self-employed,$50k–$75k,Rugby,Team Sport,Basketball,5,3,Cable/satellite TV,Monthly or less,1.5,0,1,26,53,79,Yes,2.7,No,TV sports news,No,Yes,Social bonding,Maybe,1.68,10,9,9,9,8,8,7,Bronze
128,2024,6,Online (mobile),15,Argentina,South America,30,Female,Bachelor's degree,Student,Under $25k,Basketball,Team Sport,Rugby,1,3,In-person (stadium/arena),Several times a week,11.1,1,0,7,2,9,Yes,2.5,Yes,Sports website/app,No,No,Entertainment,Probably yes,4.55,6,10,9,4,6,7,10,Silver
129,2024,2,In-person tablet,13,USA,North America,36,Male,High school,Employed part-time,$75k–$100k,American Football,Team Sport,,18,3,Cable/satellite TV,Several times a week,7.7,1,0,49,1,50,No,2.1,No,Sports website/app,No,Yes,Nostalgia,Definitely yes,2.38,9,10,5,7,9,5,9,Silver
130,2024,3,Online (mobile),14,Germany,Europe,46,Male,Bachelor's degree,Employed full-time,$25k–$50k,Tennis,Racquet Sport,Boxing,19,4,Cable/satellite TV,Weekly,4.4,2,2,179,0,179,No,1.7,No,Podcast/radio,No,Yes,Community & belonging,Definitely not,1.52,10,7,3,7,10,9,10,Gold
131,2024,6,Online (desktop),20,Brazil,South America,25,Male,Doctorate,Unemployed,$50k–$75k,MMA,Combat Sport,,6,3,Streaming service,Several times a week,8.2,1,0,49,52,101,Yes,3.2,No,Social media,Yes,Yes,Physical inspiration,Definitely yes,26.04,5,7,6,4,6,7,6,Silver
132,2024,11,Online (mobile),13,India,South Asia,28,Female,Vocational training,Employed full-time,$100k–$150k,Badminton,Racquet Sport,,14,3,Social media clips,A few times a month,0.5,5,2,268,39,307,No,3.8,No,Newspaper/magazine,No,Yes,Athletic excellence,Maybe,20.53,6,7,9,7,10,9,9,Silver
133,2024,1,Online (mobile),12,USA,North America,27,Male,Bachelor's degree,Student,Under $25k,Baseball,Team Sport,American Football,14,4,In-person (stadium/arena),Several times a week,7.3,0,1,31,0,31,Yes,2.1,No,Social media,Yes,Yes,Entertainment,Definitely yes,4.59,8,8,5,6,6,8,7,Silver
134,2024,8,Online (mobile),11,India,South Asia,24,Male,Bachelor's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,Badminton,1,3,Free broadcast TV,Monthly or less,1.6,0,1,56,13,69,Yes,2.9,No,Newspaper/magazine,No,Yes,Gambling/betting,Probably not,7.95,5,6,6,8,8,9,8,Silver
135,2024,4,In-person tablet,8,China,East Asia,29,Male,Master's degree,Student,$50k–$75k,Basketball,Team Sport,Athletics,8,3,Cable/satellite TV,Weekly,2.9,2,2,45,13,58,Yes,4.1,Yes,Sports website/app,No,Yes,Physical inspiration,Definitely not,3.16,5,4,5,6,8,7,4,Silver
136,2024,5,Online (mobile),10,India,South Asia,41,Male,High school,Employed full-time,$25k–$50k,Cricket,Team Sport,,33,5,Free broadcast TV,A few times a month,4.1,0,1,4,10,14,Yes,1.7,No,Sports website/app,No,Yes,Community & belonging,Probably yes,10.21,7,3,9,8,9,8,1,Bronze
137,2024,5,Online (desktop),19,Germany,Europe,21,Male,Master's degree,Employed part-time,$25k–$50k,Boxing,Combat Sport,,9,4,In-person (stadium/arena),Daily,17.6,1,0,62,0,62,Yes,5.0,No,Sports website/app,No,Yes,Gambling/betting,Definitely yes,5.13,7,8,10,6,7,9,7,Platinum
138,2024,6,Online (desktop),13,Japan,East Asia,38,Female,Bachelor's degree,Unemployed,Over $150k,Soccer,Team Sport,,21,5,Streaming service,Several times a week,8.8,6,1,69,128,197,No,1.2,No,Social media,Yes,Yes,Entertainment,Maybe,27.54,9,7,7,7,10,8,4,Gold
139,2024,11,Online (mobile),11,Brazil,South America,18,Female,Some college,Employed part-time,$100k–$150k,Soccer,Team Sport,,8,5,Social media clips,Weekly,4.8,4,5,38,53,91,Yes,9.0,Yes,Social media,Yes,No,National pride,Definitely yes,8.12,9,6,8,9,9,10,9,Platinum
140,2024,1,Online (desktop),17,Nigeria,Africa,27,Male,Bachelor's degree,Student,$100k–$150k,Soccer,Team Sport,,10,1,Streaming service,Weekly,2.6,3,0,32,5,37,Yes,3.5,No,Social media,Yes,Yes,Entertainment,Maybe,73.54,7,10,3,8,7,9,6,Bronze
141,2024,8,Online (mobile),12,Nigeria,Africa,29,Male,High school,Student,Over $150k,Soccer,Team Sport,,15,5,Streaming service,Daily,12.6,3,6,252,219,471,Yes,1.4,No,Sports website/app,Yes,No,Entertainment,Probably not,37.19,6,5,5,7,6,6,5,Platinum
142,2024,5,Online (mobile),18,India,South Asia,51,Female,Master's degree,Student,$25k–$50k,Tennis,Racquet Sport,Badminton,31,6,Streaming service,Several times a week,10.9,0,0,52,17,69,No,2.0,No,Social media,No,Yes,Community & belonging,Maybe,0.62,5,9,7,5,7,6,5,Gold
143,2024,3,In-app,15,UK,Europe,30,Male,Some college,Unemployed,$25k–$50k,Rugby,Team Sport,,15,2,Free broadcast TV,Several times a week,6.8,1,1,2,7,9,Yes,2.7,No,Sports website/app,No,Yes,Entertainment,Probably not,0.88,9,5,7,3,9,6,7,Bronze
144,2024,8,Online (desktop),8,India,South Asia,18,Male,Bachelor's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,,4,3,Free broadcast TV,Weekly,5.6,0,0,41,3,44,Yes,7.3,No,Social media,No,No,Community & belonging,Definitely yes,7.99,7,7,7,4,7,9,9,Silver
145,2024,10,Online (mobile),17,India,South Asia,18,Male,High school,Employed full-time,$100k–$150k,Badminton,Racquet Sport,Tennis,5,4,Free broadcast TV,Several times a week,5.2,5,3,6,61,67,No,2.4,Yes,Sports website/app,No,No,Community & belonging,Probably not,0.16,8,7,2,7,7,3,6,Silver
146,2024,3,Online (desktop),14,USA,North America,33,Female,Master's degree,Employed full-time,$75k–$100k,American Football,Team Sport,Baseball,10,2,Sports bar/pub,Several times a week,5.6,1,0,121,45,166,No,2.7,No,Podcast/radio,No,Yes,Athletic excellence,Definitely yes,2.31,7,6,1,6,6,4,6,Silver
147,2024,3,Online (mobile),12,Australia,Oceania,40,Female,Bachelor's degree,Employed full-time,$25k–$50k,Swimming,Individual Sport,Tennis,17,4,Cable/satellite TV,Daily,20.2,0,0,0,22,22,No,2.2,No,Social media,No,Yes,Entertainment,Definitely yes,3.91,7,4,10,5,9,8,6,Silver
148,2024,8,Online (mobile),14,Germany,Europe,37,Female,Bachelor's degree,Employed full-time,$25k–$50k,Tennis,Racquet Sport,Basketball,7,4,Cable/satellite TV,Several times a week,8.0,1,2,27,14,41,Yes,2.2,No,Social media,Yes,Yes,Entertainment,Probably not,0.74,7,7,6,6,6,5,10,Silver
149,2024,10,In-person tablet,13,USA,North America,35,Male,Bachelor's degree,Employed part-time,$50k–$75k,Baseball,Team Sport,,9,2,In-person (stadium/arena),Daily,11.6,1,0,9,0,9,No,2.7,No,Sports website/app,No,No,Nostalgia,Probably yes,11.95,7,6,3,7,10,6,7,Silver
150,2024,8,In-app,7,India,South Asia,46,Male,Bachelor's degree,Employed full-time,$50k–$75k,Wrestling,Combat Sport,Field Hockey,18,4,Radio/podcast,Monthly or less,1.5,4,1,105,52,157,No,2.2,No,TV sports news,Yes,Yes,Nostalgia,Probably not,14.85,7,4,5,7,7,7,2,Silver
151,2024,3,In-app,12,Pakistan,South Asia,27,Female,Some college,Employed full-time,$100k–$150k,Soccer,Team Sport,,5,3,Streaming service,Daily,17.9,1,1,53,39,92,No,4.4,Yes,Sports website/app,No,Yes,Community & belonging,Probably not,38.79,7,4,3,6,7,6,7,Platinum
152,2024,4,Online (desktop),12,India,South Asia,43,Male,Master's degree,Employed full-time,$50k–$75k,Badminton,Racquet Sport,,14,2,Sports bar/pub,A few times a month,2.9,1,0,12,26,38,Yes,0.2,Yes,Sports website/app,No,No,Community & belonging,Maybe,0.92,8,7,4,9,7,6,5,Bronze
153,2024,6,Online (mobile),7,USA,North America,18,Prefer not to say,High school,Student,$100k–$150k,Basketball,Team Sport,American Football,5,1,Streaming service,Several times a week,6.9,4,1,70,108,178,Yes,3.7,Yes,Sports website/app,No,Yes,Entertainment,Definitely yes,1.53,8,2,4,6,5,9,5,Silver
154,2024,11,Online (desktop),12,UK,Europe,23,Non-binary,High school,Self-employed,$50k–$75k,Golf,Individual Sport,Tennis,9,3,Social media clips,Several times a week,7.4,2,0,17,31,48,Yes,5.4,No,Social media,Yes,Yes,Nostalgia,Maybe,6.27,7,6,3,6,9,8,5,Silver
155,2024,1,Online (desktop),13,Nigeria,Africa,18,Male,Master's degree,Employed full-time,$75k–$100k,Boxing,Combat Sport,,7,4,In-person (stadium/arena),Several times a week,8.6,1,0,110,15,125,Yes,6.3,No,Social media,No,Yes,National pride,Definitely yes,20.01,10,8,1,6,8,9,10,Gold
156,2024,9,Online (desktop),24,India,South Asia,30,Female,Some college,Unemployed,Over $150k,Cricket,Team Sport,,9,4,Free broadcast TV,Weekly,5.0,5,4,54,23,77,Yes,2.9,No,TV sports news,Yes,Yes,Community & belonging,Definitely yes,7.74,7,5,8,10,8,7,8,Gold
157,2024,2,In-app,7,Japan,East Asia,32,Male,Bachelor's degree,Employed full-time,$100k–$150k,Soccer,Team Sport,Martial Arts,21,3,Streaming service,Weekly,3.2,3,6,24,41,65,No,0.3,No,TV sports news,No,Yes,Nostalgia,Maybe,5.1,10,4,4,6,8,9,9,Silver
158,2024,1,Online (desktop),12,South Africa,Africa,34,Female,Bachelor's degree,Retired,Under $25k,Cricket,Team Sport,,20,5,Streaming service,Several times a week,8.3,1,1,26,5,31,Yes,2.5,No,Sports website/app,No,No,Community & belonging,Probably not,0.7,7,7,7,7,6,3,10,Gold
159,2024,5,In-app,11,India,South Asia,34,Male,Bachelor's degree,Self-employed,$25k–$50k,Cricket,Team Sport,Wrestling,17,3,Streaming service,Daily,14.4,1,1,31,10,41,Yes,3.2,No,TV sports news,No,No,Entertainment,Maybe,2.11,3,2,6,7,7,5,8,Gold
160,2024,7,Online (desktop),9,Canada,North America,23,Male,Master's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,,8,1,In-person (stadium/arena),A few times a month,3.3,1,1,0,6,6,Yes,4.3,Yes,Social media,Yes,No,Athletic excellence,Probably yes,3.15,10,6,2,9,4,5,10,Bronze
161,2024,12,Online (desktop),19,Brazil,South America,31,Female,Bachelor's degree,Self-employed,$50k–$75k,Volleyball,Team Sport,Basketball,14,3,In-person (stadium/arena),Monthly or less,1.2,2,0,42,111,153,Yes,5.1,No,TV sports news,No,No,Community & belonging,Probably not,3.01,6,6,6,6,10,6,4,Silver
162,2024,12,Online (mobile),20,Spain,Europe,18,Female,Bachelor's degree,Student,$75k–$100k,Soccer,Team Sport,MMA,8,4,Sports bar/pub,Several times a week,5.0,6,3,85,12,97,Yes,5.2,No,Social media,No,No,Nostalgia,Definitely not,16.53,7,9,8,8,5,9,9,Gold
163,2024,8,In-app,10,Spain,Europe,48,Male,Master's degree,Employed full-time,Over $150k,Tennis,Racquet Sport,Cycling,34,6,Cable/satellite TV,Weekly,3.7,6,7,99,3,102,Yes,2.9,No,Sports website/app,Yes,No,Nostalgia,Probably yes,30.65,8,10,6,7,7,10,8,Platinum
164,2024,5,Online (mobile),17,Germany,Europe,30,Female,Bachelor's degree,Student,Under $25k,Soccer,Team Sport,,19,4,Streaming service,Several times a week,6.1,1,0,4,3,7,No,2.3,No,Podcast/radio,No,No,National pride,Definitely yes,1.72,8,8,5,8,7,8,9,Bronze
165,2024,8,Online (mobile),16,USA,North America,28,Male,Bachelor's degree,Employed full-time,$50k–$75k,Basketball,Team Sport,,11,3,Streaming service,Several times a week,9.1,4,0,0,41,41,No,3.6,No,Sports website/app,No,No,Community & belonging,Definitely yes,9.84,7,5,3,6,8,8,7,Bronze
166,2024,3,Online (mobile),14,France,Europe,50,Male,Bachelor's degree,Employed full-time,$25k–$50k,Cycling,Individual Sport,,28,4,Streaming service,Daily,16.7,0,1,4,10,14,Yes,1.9,No,TV sports news,Yes,Yes,Athletic excellence,Probably yes,0.98,7,8,5,10,8,5,9,Silver
